ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
13317,Friendly,06/09/2008,Oman,0,0,Morocco,,TRUE
13318,FIFA World Cup qualification,06/09/2008,Poland,1,1,Slovenia,,TRUE
13319,FIFA World Cup qualification,06/09/2008,Qatar,3,0,Uzbekistan,,TRUE
13320,FIFA World Cup qualification,06/09/2008,Saudi Arabia,1,1,Iran,,TRUE
13321,FIFA World Cup qualification,06/09/2008,Serbia,2,0,Faroe Islands,,TRUE
13322,FIFA World Cup qualification,06/09/2008,Spain,1,0,Bosnia and Herzegovina,,TRUE
13323,FIFA World Cup qualification,06/09/2008,Wales,1,0,Azerbaijan,,TRUE
13324,FIFA World Cup qualification,07/09/2008,Chile,0,3,Brazil,,TRUE
13325,FIFA World Cup qualification,10/09/2008,Brazil,0,0,Bolivia,,TRUE
13326,FIFA World Cup qualification,10/09/2008,Croatia,1,4,England,,TRUE
13327,FIFA World Cup qualification,10/09/2008,Finland,3,3,Germany,,TRUE
13328,FIFA World Cup qualification,10/09/2008,France,2,1,Serbia,,TRUE
13329,FIFA World Cup qualification,10/09/2008,Haiti,1,3,Costa Rica,,TRUE
13330,FIFA World Cup qualification,10/09/2008,North Korea,1,1,South Korea,,FALSE
13331,FIFA World Cup qualification,10/09/2008,North Macedonia,1,2,Netherlands,,TRUE
13332,FIFA World Cup qualification,10/09/2008,Mexico,2,1,Canada,,TRUE
13333,FIFA World Cup qualification,10/09/2008,Peru,1,1,Argentina,,TRUE
13334,FIFA World Cup qualification,10/09/2008,Portugal,2,3,Denmark,,TRUE
13335,FIFA World Cup qualification,10/09/2008,Qatar,1,1,Bahrain,,TRUE
13336,FIFA World Cup qualification,10/09/2008,Russia,2,1,Wales,,TRUE
13337,FIFA World Cup qualification,10/09/2008,San Marino,0,2,Poland,,TRUE
13338,FIFA World Cup qualification,10/09/2008,Spain,4,0,Armenia,,TRUE
13339,FIFA World Cup qualification,10/09/2008,Switzerland,1,2,Luxembourg,,TRUE
13340,FIFA World Cup qualification,10/09/2008,Turkey,1,1,Belgium,,TRUE
13341,FIFA World Cup qualification,10/09/2008,United Arab Emirates,1,2,Saudi Arabia,,TRUE
13342,FIFA World Cup qualification,10/09/2008,Uruguay,0,0,Ecuador,,TRUE
13343,FIFA World Cup qualification,10/09/2008,United States,3,0,Trinidad and Tobago,,TRUE
13344,FIFA World Cup qualification,10/09/2008,Uzbekistan,0,1,Australia,,TRUE
13345,Friendly,24/09/2008,Mexico,0,1,Chile,,FALSE
13346,Friendly,09/10/2008,Japan,1,1,United Arab Emirates,,TRUE
13347,FIFA World Cup qualification,11/10/2008,Argentina,2,1,Uruguay,,TRUE
13348,FIFA World Cup qualification,11/10/2008,Belgium,2,0,Armenia,,TRUE
13349,FIFA World Cup qualification,11/10/2008,Cameroon,5,0,Mauritius,,TRUE
13350,FIFA World Cup qualification,11/10/2008,Denmark,3,0,Malta,,TRUE
13351,FIFA World Cup qualification,11/10/2008,England,5,1,Kazakhstan,,TRUE
13352,FIFA World Cup qualification,11/10/2008,Estonia,0,3,Spain,,TRUE
13353,FIFA World Cup qualification,11/10/2008,Germany,2,1,Russia,,TRUE
13354,FIFA World Cup qualification,11/10/2008,Ghana,3,0,Lesotho,,TRUE
13355,FIFA World Cup qualification,11/10/2008,Honduras,3,1,Canada,,TRUE
13356,FIFA World Cup qualification,11/10/2008,Jamaica,1,0,Mexico,,TRUE
13357,Friendly,11/10/2008,South Korea,3,0,Uzbekistan,,TRUE
13358,FIFA World Cup qualification,11/10/2008,Morocco,4,1,Mauritania,,TRUE
13359,FIFA World Cup qualification,11/10/2008,Netherlands,2,0,Iceland,,TRUE
13360,FIFA World Cup qualification,11/10/2008,Poland,2,1,Czech Republic,,TRUE
13361,FIFA World Cup qualification,11/10/2008,Romania,2,2,France,,TRUE
13362,FIFA World Cup qualification,11/10/2008,Senegal,1,1,Gambia,,TRUE
13363,FIFA World Cup qualification,11/10/2008,Serbia,3,0,Lithuania,,TRUE
13364,FIFA World Cup qualification,11/10/2008,Suriname,1,4,Costa Rica,,TRUE
13365,FIFA World Cup qualification,11/10/2008,Sweden,0,0,Portugal,,TRUE
13366,FIFA World Cup qualification,11/10/2008,Switzerland,2,1,Latvia,,TRUE
13367,FIFA World Cup qualification,11/10/2008,Tunisia,5,0,Seychelles,,TRUE
13368,FIFA World Cup qualification,11/10/2008,Ukraine,0,0,Croatia,,TRUE
13369,FIFA World Cup qualification,11/10/2008,United States,6,1,Cuba,,TRUE
13370,FIFA World Cup qualification,11/10/2008,Wales,2,0,Liechtenstein,,TRUE
13371,FIFA World Cup qualification,12/10/2008,Ecuador,1,0,Chile,,TRUE
13372,FIFA World Cup qualification,12/10/2008,Venezuela,0,4,Brazil,,TRUE
13373,FIFA World Cup qualification,14/10/2008,Bolivia,2,2,Uruguay,,TRUE
13374,Friendly,14/10/2008,France,3,1,Tunisia,,TRUE
13375,FIFA World Cup qualification,15/10/2008,Australia,4,0,Qatar,,TRUE
13376,FIFA World Cup qualification,15/10/2008,Austria,1,3,Serbia,,TRUE
13377,FIFA World Cup qualification,15/10/2008,Belarus,1,3,England,,TRUE
13378,FIFA World Cup qualification,15/10/2008,Belgium,1,2,Spain,,TRUE
13379,FIFA World Cup qualification,15/10/2008,Brazil,0,0,Colombia,,TRUE
13380,FIFA World Cup qualification,15/10/2008,Canada,2,2,Mexico,,TRUE
13381,FIFA World Cup qualification,15/10/2008,Chile,1,0,Argentina,,TRUE
13382,FIFA World Cup qualification,15/10/2008,Costa Rica,2,0,Haiti,,TRUE
13383,FIFA World Cup qualification,15/10/2008,Croatia,4,0,Andorra,,TRUE
13384,FIFA World Cup qualification,15/10/2008,Germany,1,0,Wales,,TRUE
13385,FIFA World Cup qualification,15/10/2008,Greece,1,2,Switzerland,,TRUE
13386,FIFA World Cup qualification,15/10/2008,Iran,2,1,North Korea,,TRUE
13387,FIFA World Cup qualification,15/10/2008,Japan,1,1,Uzbekistan,,TRUE
13388,FIFA World Cup qualification,15/10/2008,South Korea,4,1,United Arab Emirates,,TRUE
13389,FIFA World Cup qualification,15/10/2008,Norway,0,1,Netherlands,,TRUE
13390,FIFA World Cup qualification,15/10/2008,Portugal,0,0,Albania,,TRUE
13391,FIFA World Cup qualification,15/10/2008,Slovakia,2,1,Poland,,TRUE
13392,Friendly,15/10/2008,South Africa,2,1,Ghana,,TRUE
13393,FIFA World Cup qualification,15/10/2008,Trinidad and Tobago,2,1,United States,,TRUE
13394,FIFA World Cup qualification,15/10/2008,Venezuela,3,1,Ecuador,,TRUE
13395,Friendly,08/11/2008,Saudi Arabia,1,0,Thailand,,TRUE
13396,Friendly,09/11/2008,Qatar,0,1,Iran,,TRUE
13397,Friendly,12/11/2008,Mexico,2,1,Ecuador,,FALSE
13398,Friendly,12/11/2008,Saudi Arabia,4,0,Bahrain,,TRUE
13399,Friendly,13/11/2008,Japan,3,1,Syria,,TRUE
13400,FIFA World Cup qualification,19/11/2008,Bahrain,0,1,Australia,,TRUE
13401,Friendly,19/11/2008,Brazil,6,2,Portugal,,TRUE
13402,Friendly,19/11/2008,Denmark,0,1,Wales,,TRUE
13403,FIFA World Cup qualification,19/11/2008,El Salvador,1,3,Costa Rica,,TRUE
13404,Friendly,19/11/2008,France,0,0,Uruguay,,TRUE
13405,Friendly,19/11/2008,Germany,1,2,England,,TRUE
13406,Friendly,19/11/2008,Ghana,0,0,Tunisia,,TRUE
13407,FIFA World Cup qualification,19/11/2008,Honduras,1,0,Mexico,,TRUE
13408,Friendly,19/11/2008,Republic of Ireland,2,3,Poland,,TRUE
13409,FIFA World Cup qualification,19/11/2008,Jamaica,3,0,Canada,,TRUE
13410,Friendly,19/11/2008,Luxembourg,1,1,Belgium,,TRUE
13411,Friendly,19/11/2008,Morocco,3,0,Zambia,,TRUE
13412,Friendly,19/11/2008,Netherlands,3,1,Sweden,,TRUE
13413,FIFA World Cup qualification,19/11/2008,Qatar,0,3,Japan,,TRUE
13414,FIFA World Cup qualification,19/11/2008,Saudi Arabia,0,2,South Korea,,TRUE
13415,Friendly,19/11/2008,Scotland,0,1,Argentina,,TRUE
13416,Friendly,19/11/2008,Serbia,6,1,Bulgaria,,TRUE
13417,Friendly,19/11/2008,South Africa,3,2,Cameroon,,TRUE
13418,Friendly,19/11/2008,Spain,3,0,Chile,,TRUE
13419,Friendly,19/11/2008,Switzerland,1,0,Finland,,TRUE
13420,FIFA World Cup qualification,19/11/2008,United Arab Emirates,1,1,Iran,,TRUE
13421,FIFA World Cup qualification,19/11/2008,United States,2,0,Guatemala,,TRUE
13422,Friendly,14/12/2008,Serbia,0,1,Poland,,FALSE
13423,Friendly,17/12/2008,Iran,0,1,Ecuador,,FALSE
13424,Friendly,19/12/2008,Iran,2,0,China PR,,FALSE
13425,Friendly,19/12/2008,Oman,2,0,Ecuador,,TRUE
13426,Friendly,23/12/2008,Bahrain,1,0,Saudi Arabia,,TRUE
13427,Friendly,27/12/2008,Saudi Arabia,1,1,Syria,,TRUE
13428,Friendly,27/12/2008,Galicia,3,2,Iran,,TRUE
13429,Gulf Cup,05/01/2009,Saudi Arabia,0,0,Qatar,,FALSE
13430,Gulf Cup,08/01/2009,Qatar,0,0,United Arab Emirates,,FALSE
13431,Gulf Cup,08/01/2009,Saudi Arabia,6,0,Yemen,,FALSE
13432,Friendly,09/01/2009,Iran,3,1,China PR,,TRUE
13433,Gulf Cup,11/01/2009,Qatar,2,1,Yemen,,FALSE
13434,Gulf Cup,11/01/2009,United Arab Emirates,0,3,Saudi Arabia,,FALSE
13435,AFC Asian Cup qualification,14/01/2009,Iran,6,0,Singapore,,TRUE
13436,Gulf Cup,14/01/2009,Kuwait,0,1,Saudi Arabia,,FALSE
13437,Gulf Cup,14/01/2009,Oman,1,0,Qatar,,TRUE
13438,Gulf Cup,17/01/2009,Oman,0,0,Saudi Arabia,,TRUE
13439,AFC Asian Cup qualification,20/01/2009,Japan,2,1,Yemen,,TRUE
13440,UNCAF Cup,23/01/2009,Costa Rica,3,0,Panama,,FALSE
13441,Friendly,24/01/2009,United States,3,2,Sweden,,TRUE
13442,UNCAF Cup,25/01/2009,Guatemala,1,3,Costa Rica,,FALSE
13443,AFC Asian Cup qualification,28/01/2009,Bahrain,1,0,Japan,,TRUE
13444,AFC Asian Cup qualification,28/01/2009,Indonesia,0,0,Australia,,TRUE
13445,Friendly,28/01/2009,Mexico,0,1,Sweden,,FALSE
13446,AFC Asian Cup qualification,28/01/2009,Thailand,0,0,Iran,,TRUE
13447,UNCAF Cup,30/01/2009,Costa Rica,3,0,El Salvador,,FALSE
13448,UNCAF Cup,01/02/2009,Costa Rica,0,0,Panama,,FALSE
13449,Friendly,01/02/2009,Syria,1,1,South Korea,,FALSE
13450,Friendly,04/02/2009,Bahrain,2,2,South Korea,,FALSE
13451,Friendly,04/02/2009,Japan,5,1,Finland,,TRUE
13452,Friendly,05/02/2009,Saudi Arabia,2,1,Thailand,,FALSE
13453,Friendly,07/02/2009,Lithuania,1,1,Poland,,FALSE
13454,Friendly,10/02/2009,Brazil,2,0,Italy,,FALSE
13455,Cyprus International Tournament,10/02/2009,Cyprus,0,2,Serbia,,TRUE
13456,Friendly,11/02/2009,Belgium,2,0,Slovenia,,TRUE
13457,Friendly,11/02/2009,Cameroon,3,1,Guinea,,FALSE
13458,FIFA World Cup qualification,11/02/2009,Costa Rica,2,0,Honduras,,TRUE
13459,Friendly,11/02/2009,Egypt,2,2,Ghana,,TRUE
13460,Friendly,11/02/2009,France,0,2,Argentina,,TRUE
13461,Friendly,11/02/2009,Germany,0,1,Norway,,TRUE
13462,Friendly,11/02/2009,Greece,1,1,Denmark,,TRUE
13463,FIFA World Cup qualification,11/02/2009,Iran,1,1,South Korea,,TRUE
13464,FIFA World Cup qualification,11/02/2009,Japan,0,0,Australia,,TRUE
13465,FIFA World Cup qualification,11/02/2009,North Korea,1,0,Saudi Arabia,,TRUE
13466,Friendly,11/02/2009,Libya,2,3,Uruguay,,TRUE
13467,Friendly,11/02/2009,Morocco,0,0,Czech Republic,,TRUE
13468,Friendly,11/02/2009,Portugal,1,0,Finland,,TRUE
13469,Friendly,11/02/2009,Romania,1,2,Croatia,,TRUE
13470,Cyprus International Tournament,11/02/2009,Serbia,0,1,Ukraine,,FALSE
13471,Friendly,11/02/2009,Spain,2,0,England,,TRUE
13472,Friendly,11/02/2009,Switzerland,1,1,Bulgaria,,TRUE
13473,Friendly,11/02/2009,Tunisia,1,1,Netherlands,,TRUE
13474,FIFA World Cup qualification,11/02/2009,United States,2,0,Mexico,,TRUE
13475,Friendly,11/02/2009,Wales,0,1,Poland,,FALSE
13476,AFC Asian Cup qualification,05/03/2009,Australia,0,1,Kuwait,,TRUE
13477,Friendly,11/03/2009,Mexico,5,1,Bolivia,,FALSE
13478,Friendly,14/03/2009,Iran,1,0,Kenya,,TRUE
13479,Friendly,17/03/2009,Qatar,1,0,Kuwait,,TRUE
13480,Friendly,21/03/2009,Syria,1,2,Qatar,,TRUE
13481,Friendly,22/03/2009,Saudi Arabia,0,0,Iraq,,TRUE
13482,Friendly,23/03/2009,Kuwait,0,1,Iran,,TRUE
13483,FIFA World Cup qualification,28/03/2009,Argentina,4,0,Venezuela,,TRUE
13484,FIFA World Cup qualification,28/03/2009,Belgium,2,4,Bosnia and Herzegovina,,TRUE
13485,FIFA World Cup qualification,28/03/2009,El Salvador,2,2,United States,,TRUE
13486,Friendly,28/03/2009,England,4,0,Slovakia,,TRUE
13487,FIFA World Cup qualification,28/03/2009,Germany,4,0,Liechtenstein,,TRUE
13488,FIFA World Cup qualification,28/03/2009,Iran,1,2,Saudi Arabia,,TRUE
13489,FIFA World Cup qualification,28/03/2009,Japan,1,0,Bahrain,,TRUE
13490,FIFA World Cup qualification,28/03/2009,Kenya,1,2,Tunisia,,TRUE
13491,Friendly,28/03/2009,South Korea,2,1,Iraq,,TRUE
13492,FIFA World Cup qualification,28/03/2009,Lithuania,0,1,France,,TRUE
13493,FIFA World Cup qualification,28/03/2009,Malta,0,3,Denmark,,TRUE
13494,FIFA World Cup qualification,28/03/2009,Mexico,2,0,Costa Rica,,TRUE
13495,FIFA World Cup qualification,28/03/2009,Moldova,0,2,Switzerland,,TRUE
13496,FIFA World Cup qualification,28/03/2009,Morocco,1,2,Gabon,,TRUE
13497,FIFA World Cup qualification,28/03/2009,Netherlands,3,0,Scotland,,TRUE
13498,FIFA World Cup qualification,28/03/2009,Northern Ireland,3,2,Poland,,TRUE
13499,Friendly,28/03/2009,Oman,2,0,Senegal,,TRUE
13500,FIFA World Cup qualification,28/03/2009,Portugal,0,0,Sweden,,TRUE
13501,FIFA World Cup qualification,28/03/2009,Romania,2,3,Serbia,,TRUE
13502,FIFA World Cup qualification,28/03/2009,Spain,1,0,Turkey,,TRUE
13503,FIFA World Cup qualification,28/03/2009,Togo,1,0,Cameroon,,FALSE
13504,FIFA World Cup qualification,28/03/2009,Uruguay,2,0,Paraguay,,TRUE
13505,FIFA World Cup qualification,28/03/2009,Uzbekistan,4,0,Qatar,,TRUE
13506,FIFA World Cup qualification,28/03/2009,Wales,0,2,Finland,,TRUE
13507,FIFA World Cup qualification,29/03/2009,Ecuador,1,1,Brazil,,TRUE
13508,Friendly,31/03/2009,Angola,0,2,Morocco,,FALSE
13509,Friendly,31/03/2009,Portugal,2,0,South Africa,,FALSE
13510,FIFA World Cup qualification,01/04/2009,Andorra,0,2,Croatia,,TRUE
13511,FIFA World Cup qualification,01/04/2009,Australia,2,0,Uzbekistan,,TRUE
13512,FIFA World Cup qualification,01/04/2009,Bahrain,1,0,Qatar,,TRUE
13513,FIFA World Cup qualification,01/04/2009,Bosnia and Herzegovina,2,1,Belgium,,TRUE
13514,FIFA World Cup qualification,01/04/2009,Costa Rica,1,0,El Salvador,,TRUE
13515,FIFA World Cup qualification,01/04/2009,Denmark,3,0,Albania,,TRUE
13516,FIFA World Cup qualification,01/04/2009,England,2,1,Ukraine,,TRUE
13517,FIFA World Cup qualification,01/04/2009,France,1,0,Lithuania,,TRUE
13518,FIFA World Cup qualification,01/04/2009,Honduras,3,1,Mexico,,TRUE
13519,Friendly,01/04/2009,Iran,1,1,Senegal,,TRUE
13520,FIFA World Cup qualification,01/04/2009,South Korea,1,0,North Korea,,TRUE
13521,FIFA World Cup qualification,01/04/2009,Netherlands,4,0,North Macedonia,,TRUE
13522,FIFA World Cup qualification,01/04/2009,Poland,10,0,San Marino,,TRUE
13523,FIFA World Cup qualification,01/04/2009,Saudi Arabia,3,2,United Arab Emirates,,TRUE
13524,Friendly,01/04/2009,Serbia,2,0,Sweden,,TRUE
13525,FIFA World Cup qualification,01/04/2009,Switzerland,2,0,Moldova,,TRUE
13526,FIFA World Cup qualification,01/04/2009,Turkey,1,2,Spain,,TRUE
13527,FIFA World Cup qualification,01/04/2009,United States,3,0,Trinidad and Tobago,,TRUE
13528,FIFA World Cup qualification,01/04/2009,Wales,0,2,Germany,,TRUE
13529,FIFA World Cup qualification,01/04/2009,Bolivia,6,1,Argentina,,TRUE
13530,FIFA World Cup qualification,01/04/2009,Ecuador,1,1,Paraguay,,TRUE
13531,FIFA World Cup qualification,01/04/2009,Chile,0,0,Uruguay,,TRUE
13532,FIFA World Cup qualification,01/04/2009,Brazil,3,0,Peru,,TRUE
13533,Friendly,13/05/2009,Venezuela,1,1,Costa Rica,,TRUE
13534,Friendly,20/05/2009,Argentina,3,1,Panama,,TRUE
13535,Friendly,26/05/2009,Qatar,2,1,Saudi Arabia,,TRUE
13536,Friendly,27/05/2009,El Salvador,3,1,Ecuador,,FALSE
13537,Kirin Cup,27/05/2009,Japan,4,0,Chile,,TRUE
13538,Friendly,28/05/2009,Tunisia,4,0,Sudan,,TRUE
13539,Kirin Cup,29/05/2009,Belgium,1,1,Chile,,FALSE
13540,Friendly,29/05/2009,China PR,1,1,Germany,,TRUE
13541,Friendly,29/05/2009,Wales,1,0,Estonia,,TRUE
13542,Friendly,30/05/2009,Cyprus,0,1,Canada,,TRUE
13543,Friendly,31/05/2009,Ghana,2,1,Uganda,,TRUE
13544,Kirin Cup,31/05/2009,Japan,4,0,Belgium,,TRUE
13545,Friendly,31/05/2009,Qatar,1,0,Iraq,,TRUE
13546,Friendly,01/06/2009,China PR,1,0,Iran,,TRUE
13547,Friendly,02/06/2009,France,0,1,Nigeria,,TRUE
13548,Friendly,02/06/2009,United Arab Emirates,2,7,Germany,,TRUE
13549,FIFA World Cup qualification,03/06/2009,Costa Rica,3,1,United States,,TRUE
13550,Friendly,04/06/2009,China PR,1,4,Saudi Arabia,,TRUE
13551,Friendly,05/06/2009,France,1,0,Turkey,,TRUE
13552,FIFA World Cup qualification,06/06/2009,Albania,1,2,Portugal,,TRUE
13553,FIFA World Cup qualification,06/06/2009,Argentina,1,0,Colombia,,TRUE
13554,FIFA World Cup qualification,06/06/2009,Azerbaijan,0,1,Wales,,TRUE
13555,FIFA World Cup qualification,06/06/2009,Croatia,2,2,Ukraine,,TRUE
13556,FIFA World Cup qualification,06/06/2009,El Salvador,2,1,Mexico,,TRUE
13557,FIFA World Cup qualification,06/06/2009,Iceland,1,2,Netherlands,,TRUE
13558,FIFA World Cup qualification,06/06/2009,Kazakhstan,0,4,England,,TRUE
13559,FIFA World Cup qualification,06/06/2009,North Korea,0,0,Iran,,TRUE
13560,FIFA World Cup qualification,06/06/2009,Qatar,0,0,Australia,,TRUE
13561,FIFA World Cup qualification,06/06/2009,Serbia,1,0,Austria,,TRUE
13562,Friendly,06/06/2009,South Africa,1,0,Poland,,TRUE
13563,FIFA World Cup qualification,06/06/2009,Sweden,0,1,Denmark,,TRUE
13564,FIFA World Cup qualification,06/06/2009,Trinidad and Tobago,2,3,Costa Rica,,TRUE
13565,FIFA World Cup qualification,06/06/2009,Tunisia,2,0,Mozambique,,TRUE
13566,FIFA World Cup qualification,06/06/2009,United Arab Emirates,0,2,South Korea,,TRUE
13567,FIFA World Cup qualification,06/06/2009,Uruguay,0,4,Brazil,,TRUE
13568,FIFA World Cup qualification,06/06/2009,United States,2,1,Honduras,,TRUE
13569,FIFA World Cup qualification,06/06/2009,Uzbekistan,0,1,Japan,,TRUE
13570,FIFA World Cup qualification,07/06/2009,Peru,1,2,Ecuador,,TRUE
13571,Friendly,09/06/2009,Azerbaijan,0,6,Spain,,TRUE
13572,Friendly,09/06/2009,Iraq,1,1,Poland,,FALSE
13573,FIFA World Cup qualification,10/06/2009,Australia,2,0,Bahrain,,TRUE
13574,FIFA World Cup qualification,10/06/2009,Brazil,2,1,Paraguay,,TRUE
13575,FIFA World Cup qualification,10/06/2009,Ecuador,2,0,Argentina,,TRUE
13576,FIFA World Cup qualification,10/06/2009,England,6,0,Andorra,,TRUE
13577,Friendly,10/06/2009,Estonia,0,0,Portugal,,TRUE
13578,FIFA World Cup qualification,10/06/2009,Faroe Islands,0,2,Serbia,,TRUE
13579,FIFA World Cup qualification,10/06/2009,Iran,1,0,United Arab Emirates,,TRUE
13580,FIFA World Cup qualification,10/06/2009,Japan,1,1,Qatar,,TRUE
13581,FIFA World Cup qualification,10/06/2009,South Korea,0,0,Saudi Arabia,,TRUE
13582,FIFA World Cup qualification,10/06/2009,Mexico,2,1,Trinidad and Tobago,,TRUE
13583,FIFA World Cup qualification,10/06/2009,Netherlands,2,0,Norway,,TRUE
13584,FIFA World Cup qualification,10/06/2009,Venezuela,2,2,Uruguay,,TRUE
13585,Friendly,13/06/2009,Ivory Coast,2,1,Cameroon,,TRUE
13586,Confederations Cup,14/06/2009,New Zealand,0,5,Spain,,FALSE
13587,Confederations Cup,15/06/2009,Brazil,4,3,Egypt,,FALSE
13588,Confederations Cup,15/06/2009,United States,1,3,Italy,,FALSE
13589,FIFA World Cup qualification,17/06/2009,Australia,2,1,Japan,,TRUE
13590,FIFA World Cup qualification,17/06/2009,South Korea,1,1,Iran,,TRUE
13591,FIFA World Cup qualification,17/06/2009,Saudi Arabia,0,0,North Korea,,TRUE
13592,Confederations Cup,17/06/2009,Spain,1,0,Iraq,,FALSE
13593,Confederations Cup,18/06/2009,United States,0,3,Brazil,,FALSE
13594,FIFA World Cup qualification,20/06/2009,Morocco,0,0,Togo,,TRUE
13595,Confederations Cup,20/06/2009,South Africa,0,2,Spain,,TRUE
13596,FIFA World Cup qualification,20/06/2009,Sudan,0,2,Ghana,,TRUE
13597,FIFA World Cup qualification,20/06/2009,Tunisia,0,0,Nigeria,,TRUE
13598,Confederations Cup,21/06/2009,Egypt,0,3,United States,,FALSE
13599,Confederations Cup,21/06/2009,Italy,0,3,Brazil,,FALSE
13600,Friendly,24/06/2009,Mexico,4,0,Venezuela,,FALSE
13601,Confederations Cup,24/06/2009,Spain,0,2,United States,,FALSE
13602,Confederations Cup,25/06/2009,South Africa,0,1,Brazil,,TRUE
13603,Friendly,27/06/2009,Costa Rica,1,0,Venezuela,,TRUE
13604,Friendly,28/06/2009,Mexico,0,0,Guatemala,,FALSE
13605,Confederations Cup,28/06/2009,South Africa,2,3,Spain,,TRUE
13606,Confederations Cup,28/06/2009,United States,2,3,Brazil,,FALSE
13607,Friendly,30/06/2009,Guatemala,0,3,Canada,,FALSE
13608,Gold Cup,03/07/2009,Canada,1,0,Jamaica,,FALSE
13609,Gold Cup,03/07/2009,Costa Rica,1,2,El Salvador,,FALSE
13610,Gold Cup,04/07/2009,United States,4,0,Grenada,,TRUE
13611,Friendly,05/07/2009,Botswana,1,1,Iran,,TRUE
13612,Gold Cup,05/07/2009,Nicaragua,0,2,Mexico,,FALSE
13613,Gold Cup,07/07/2009,El Salvador,0,1,Canada,,FALSE
13614,Gold Cup,07/07/2009,Jamaica,0,1,Costa Rica,,FALSE
13615,Gold Cup,08/07/2009,United States,2,0,Honduras,,TRUE
13616,Gold Cup,09/07/2009,Mexico,1,1,Panama,,FALSE
13617,Gold Cup,10/07/2009,Costa Rica,2,2,Canada,,FALSE
13618,Gold Cup,11/07/2009,United States,2,2,Haiti,,TRUE
13619,Gold Cup,12/07/2009,Mexico,2,0,Guadeloupe,,FALSE
13620,Gold Cup,18/07/2009,Canada,0,1,Honduras,,FALSE
13621,Gold Cup,18/07/2009,United States,2,1,Panama,,TRUE
13622,Gold Cup,19/07/2009,Guadeloupe,1,5,Costa Rica,,FALSE
13623,Gold Cup,19/07/2009,Mexico,4,0,Haiti,,FALSE
13624,Gold Cup,23/07/2009,Costa Rica,1,1,Mexico,Mexico win on penalties,FALSE
13625,Gold Cup,23/07/2009,United States,2,0,Honduras,,TRUE
13626,Gold Cup,26/07/2009,United States,0,5,Mexico,,TRUE
13627,Friendly,12/08/2009,Algeria,1,0,Uruguay,,TRUE
13628,Friendly,12/08/2009,Austria,0,2,Cameroon,,TRUE
13629,FIFA World Cup qualification,12/08/2009,Azerbaijan,0,2,Germany,,TRUE
13630,FIFA World Cup qualification,12/08/2009,Belarus,1,3,Croatia,,TRUE
13631,Friendly,12/08/2009,Bosnia and Herzegovina,2,3,Iran,,TRUE
13632,Friendly,12/08/2009,DR Congo,1,2,Senegal,,FALSE
13633,Friendly,12/08/2009,Czech Republic,3,1,Belgium,,TRUE
13634,Friendly,12/08/2009,Denmark,1,2,Chile,,TRUE
13635,Friendly,12/08/2009,Ecuador,0,0,Jamaica,,FALSE
13636,Friendly,12/08/2009,Estonia,0,1,Brazil,,TRUE
13637,FIFA World Cup qualification,12/08/2009,Faroe Islands,0,1,France,,TRUE
13638,Friendly,12/08/2009,Ghana,4,1,Zambia,,FALSE
13639,FIFA World Cup qualification,12/08/2009,Honduras,4,0,Costa Rica,,TRUE
13640,Friendly,12/08/2009,Republic of Ireland,0,3,Australia,,TRUE
13641,Friendly,12/08/2009,South Korea,1,0,Paraguay,,TRUE
13642,Friendly,12/08/2009,Liechtenstein,0,3,Portugal,,TRUE
13643,Friendly,12/08/2009,North Macedonia,2,3,Spain,,TRUE
13644,FIFA World Cup qualification,12/08/2009,Mexico,2,1,United States,,TRUE
13645,Friendly,12/08/2009,Montenegro,2,1,Wales,,TRUE
13646,Friendly,12/08/2009,Morocco,1,1,Congo,,TRUE
13647,Friendly,12/08/2009,Netherlands,2,2,England,,TRUE
13648,Friendly,12/08/2009,Oman,2,1,Saudi Arabia,,TRUE
13649,Friendly,12/08/2009,Poland,2,0,Greece,,TRUE
13650,Friendly,12/08/2009,Russia,2,3,Argentina,,TRUE
13651,Friendly,12/08/2009,South Africa,1,3,Serbia,,TRUE
13652,Friendly,12/08/2009,Switzerland,0,0,Italy,,TRUE
13653,Friendly,12/08/2009,Tunisia,0,0,Ivory Coast,,TRUE
13654,Friendly,30/08/2009,Saudi Arabia,2,1,Malaysia,,TRUE
13655,Friendly,31/08/2009,Bahrain,4,2,Iran,,TRUE
13656,Friendly,05/09/2009,Angola,1,1,Senegal,,FALSE
13657,FIFA World Cup qualification,05/09/2009,Argentina,1,3,Brazil,,TRUE
13658,FIFA World Cup qualification,05/09/2009,Bahrain,0,0,Saudi Arabia,,TRUE
13659,FIFA World Cup qualification,05/09/2009,Colombia,2,0,Ecuador,,TRUE
13660,FIFA World Cup qualification,05/09/2009,Costa Rica,0,3,Mexico,,TRUE
13661,FIFA World Cup qualification,05/09/2009,Croatia,1,0,Belarus,,TRUE
13662,FIFA World Cup qualification,05/09/2009,Denmark,1,1,Portugal,,TRUE
13663,Friendly,05/09/2009,England,2,1,Slovenia,,TRUE
13664,FIFA World Cup qualification,05/09/2009,France,1,1,Romania,,TRUE
13665,FIFA World Cup qualification,05/09/2009,Gabon,0,2,Cameroon,,TRUE
13666,Friendly,05/09/2009,Germany,2,0,South Africa,,TRUE
13667,Friendly,05/09/2009,South Korea,3,1,Australia,,TRUE
13668,Friendly,05/09/2009,Netherlands,3,0,Japan,,TRUE
